Epoch,Loss,PSNR,SSIM,Time (s)
0,0.6998716142475605,16.30416468992842,0.27925052411026424,8.005857706069946
1,0.3649194776415825,17.61147543073162,0.4174818413125144,5.093760967254639
2,0.31712926252931356,18.730617746171312,0.429566138320499,5.103241682052612
3,0.29627619962394236,20.727936233191187,0.4444756739669376,5.106682300567627
4,0.2885203360840678,20.894706713679195,0.4503448299235768,5.220667839050293
5,0.27010374242439866,19.78528798304738,0.4552088263962004,5.10128116607666
6,0.26610196761786936,20.93077243250686,0.43788162039385903,5.152664422988892
7,0.26067362957820295,20.666335196589568,0.45211195117897457,5.086847305297852
8,0.2452001569867134,21.393611955334887,0.4796152048640781,5.135435342788696
9,0.23854386662319302,20.655175703487362,0.46505385471714866,5.092051029205322
10,0.24261791741102934,21.277711282139435,0.4564449191093445,5.108988285064697
11,0.2405123407393694,21.300465284006,0.4680766993098789,5.111199855804443
12,0.2425810315273702,21.659628115579608,0.4833107822471195,5.095763921737671
13,0.226135479003191,22.59690565954162,0.4587583202454779,5.11815881729126
14,0.21511968534067274,22.075445877475577,0.4576025820440716,5.096756458282471
15,0.23708578414097428,22.40807175304605,0.4674422045548757,5.123125314712524
16,0.23318222137540578,22.642290879496556,0.4678886615567737,5.1016387939453125
17,0.2310710095949471,22.507797177241056,0.45762209511465496,5.098691940307617
18,0.22342960552871227,22.689608197896113,0.46287981006834245,5.100979804992676
19,0.23722296287119388,22.67547725118579,0.4576674981249703,5.1396849155426025
20,0.2156847068183124,22.230609803272813,0.46179288460148704,5.201852321624756
21,0.21212511318549515,22.13681491846665,0.4491850766870711,5.215945720672607
22,0.22272580675594508,21.643875419078526,0.4499807241890166,5.191952705383301
23,0.2290749808754772,21.992650083528922,0.455734452439679,5.142031192779541
24,0.2391411132477224,22.332674786309425,0.4483394788371192,5.190826177597046
25,0.2235112864524126,22.613288768322622,0.4516611248254776,5.238825082778931
26,0.21946740475296975,22.61533596407592,0.4512552685207791,5.099432706832886
27,0.2339390820749104,22.46165739808185,0.4467056393623352,5.219602823257446
28,0.2144887862764299,22.67795676182678,0.44859952727953595,5.205154180526733
29,0.22595444802567363,22.355744270520628,0.45077767719825107,5.192718505859375
30,0.20941144593432545,22.24648373650808,0.4400494744380315,5.267230272293091
31,0.21594131966307759,22.796243906910817,0.4560015830728743,5.122909069061279
32,0.21432284759357573,22.14330237266778,0.4490855609377225,5.091616630554199
33,0.21546620166115463,22.688148727184682,0.45458368874258465,5.103883743286133
34,0.21465215986222028,22.566848649292126,0.44942549533314174,5.140726089477539
35,0.21493041292391718,22.60539334286555,0.44759590841001934,5.1091532707214355
36,0.20783846314810217,22.53370500288832,0.4535026393002934,5.113410711288452
37,0.20613512347824872,22.52167228244589,0.4510239420665635,5.105733633041382
38,0.20701754487119614,22.634206604719118,0.4482133893503083,5.087955951690674
39,0.21714438021555543,22.41226590249868,0.44186610066228443,5.098285675048828
