Epoch,Loss,PSNR,SSIM,Time(s)
0,0.6132587255686521,15.136446140295325,0.26105887856748367,8.185939073562622
1,0.3150424269586802,18.40213342460159,0.43770991100205314,5.1642374992370605
2,0.25739468951523303,18.542617024849534,0.47003017448716694,5.052469968795776
3,0.23825450616329907,19.06642020265449,0.47724638713730705,5.102646589279175
4,0.22945632673054933,20.636134928401955,0.4938059531980091,5.117816925048828
5,0.2192544039711356,20.346809176523653,0.5122793912887573,5.0612568855285645
6,0.21472180810570718,20.853828433018432,0.49778398871421814,5.084707260131836
7,0.20050711676850916,21.336445906663638,0.5091640220748054,5.1587207317352295
8,0.19370523245632648,20.72459155319984,0.49781495994991726,5.186550140380859
9,0.18442095310613513,20.570672176950065,0.5227183716164695,5.120406150817871
10,0.1876618701033294,22.29012493958818,0.501606833603647,5.049335241317749
11,0.18962735525518656,21.478769951367287,0.5152453531821569,5.097711563110352
12,0.17644490187987685,22.7605314843153,0.5219498193926282,5.161051273345947
13,0.17453646441921591,22.937446715423526,0.5327123867140876,5.183004379272461
14,0.17108468750678002,22.700368555514125,0.5239679002099566,5.118914365768433
15,0.17141745135560632,23.01126713048483,0.5224220090442233,5.162594318389893
16,0.1624286563321948,23.145605042852686,0.527380183339119,5.078947067260742
17,0.17573067804053427,23.149349636805386,0.5172059817446603,5.081162452697754
18,0.1639549712650478,23.11080159521441,0.5119054714838663,5.061742782592773
19,0.16513035058416425,23.664713181492065,0.5093377646472719,5.08145809173584
20,0.16309117730148137,23.452135444179767,0.5148071348667145,8.865123510360718
21,0.16398255415074528,23.740089177991493,0.5079934613572227,59.01055145263672
22,0.16463132534921168,23.445966074064167,0.5112808015611436,58.665536642074585
23,0.16457592356204986,23.445255000310457,0.5123432990577486,58.554749965667725
24,0.1582788796685636,23.46568150119917,0.5129696577787399,5.315324544906616
25,0.16828527570143342,23.935068065947924,0.5128313369221158,58.57250452041626
26,0.15924804160185158,23.368051651337073,0.5098739746544096,58.853113412857056
27,0.16905896950419994,24.108345640351754,0.5224169260925717,58.87143850326538
28,0.16582869928330182,23.186990260520503,0.5070597810877694,11.23520302772522
29,0.16288815537281334,23.643958994615495,0.5155995753076341,5.075817584991455
30,0.15055523562803866,23.69990990410331,0.5104532523287667,5.110891819000244
31,0.1660651980638504,24.01503114973968,0.517311520046658,5.210829257965088
32,0.15943733328580856,23.92195910685268,0.5163815120855967,5.183270215988159
33,0.15689181076176464,23.52773407893237,0.5064538253678216,5.213352918624878
34,0.16694960124604405,23.705558961460753,0.5139844450685713,5.0734617710113525
35,0.15968267125077545,23.610047879521662,0.5078894562191434,5.113813400268555
36,0.15917373519018294,22.65479968751546,0.5085919317271974,5.067464351654053
37,0.1542357868477702,23.666002030127128,0.5048352364036772,5.102269649505615
38,0.1522273935135454,23.731841955417668,0.5086178713374667,5.092024087905884
39,0.15700507468730213,23.890692064486093,0.5082952760987811,5.050633192062378
40,0.1619667647443712,23.371349055858158,0.5120438486337662,5.104778289794922
41,0.1519891655864194,23.6554005691846,0.513543415400717,5.089407205581665
42,0.1560092184431851,23.91248847087043,0.5104792581664191,5.047330141067505
43,0.16015626344364137,23.63310566468724,0.5127880341476865,5.044852018356323
44,0.15996989522501825,23.91325871110575,0.5091243220700158,5.064411163330078
45,0.15487487414944917,23.868829717392764,0.5093926439682642,5.1194007396698
46,0.15782094378210604,23.96884399069491,0.5214367641343011,5.1698079109191895
47,0.1629376265499741,23.756873534559375,0.5116986052857505,5.1195619106292725
48,0.15363394904416056,23.96020842567876,0.5133026225699319,5.032783508300781
49,0.1598537461636588,23.445764118282526,0.5009698122739792,5.051510810852051
50,0.1491467452486977,23.65332061886862,0.5048604508241018,5.041880130767822
51,0.15588958203606307,24.071659788387354,0.515191376209259,5.0481858253479
52,0.1587361338706687,23.92066848969659,0.5122525576088164,5.108743667602539
53,0.15930955022759735,24.14132534346398,0.5227457036574682,5.069968223571777
54,0.1537446123380214,24.01812073757225,0.5105706055959066,5.308177471160889
55,0.1557225066870451,23.992353338246204,0.5114994446436564,5.061033487319946
56,0.16859701400995256,24.245240445126143,0.522450809677442,5.11208176612854
57,0.15312582291290164,24.195244602096107,0.5211384610997306,5.214825868606567
58,0.14723881801590324,23.937881256630725,0.5075971401400037,5.059736490249634
59,0.1591696731802076,23.696902536887116,0.5112775713205338,5.074044704437256
60,0.15625108938477933,24.27063360686348,0.5239279104603661,5.179992437362671
61,0.15915296140685678,24.07524146832276,0.5146677874856525,5.1093361377716064
62,0.15191837436705827,24.14416560170998,0.5187664611472024,5.056063652038574
63,0.16414484880492092,23.988431562842067,0.512562890847524,38.77819633483887
64,0.15910372954048216,24.281907379671807,0.524095250500573,5.139788627624512
65,0.15901924265176057,23.57459159766522,0.5101526843176948,5.09036660194397
66,0.16175528311170637,23.73897405310835,0.5115187499258254,5.155910968780518
67,0.15832623296044768,24.161136679158574,0.5187792016400231,5.102459192276001
68,0.15715981052257122,24.08719827474236,0.516240711013476,5.045887231826782
69,0.15786432742513717,23.81032017403558,0.5103002819750044,5.087400197982788
70,0.15075434445869176,23.889119907138074,0.5111929261022143,5.172237396240234
71,0.1625244916882366,23.498130187403312,0.5183117041985194,5.295412302017212
72,0.1585514525398612,24.165686241914415,0.5215920574135251,5.245645999908447
73,0.1518274430502206,23.929136125127506,0.5159599151876237,5.258697032928467
74,0.14304660733230412,23.613879093008517,0.5140551196204292,5.1432044506073
75,0.15562328325212002,24.02507965181711,0.5150172164042791,5.093597412109375
76,0.15942350552789866,24.158190080286317,0.5240671866469913,5.0484936237335205
77,0.15355780189111828,24.16947920994457,0.5197036630577512,5.050394296646118
78,0.15833265022933482,24.172961123077894,0.517404192023807,5.077633857727051
79,0.16197587539814412,23.797081810414028,0.515310631857978,19.798259019851685
80,0.15387974057439716,24.192805140325454,0.52345738808314,5.120964288711548
81,0.15364733234606684,24.093063511677336,0.5163981815179189,5.048140287399292
82,0.15033726684004067,23.488045332844887,0.5151619348261092,5.115299701690674
83,0.16050078133959322,23.857620914332408,0.5166281643841002,5.087141990661621
84,0.16058919703029095,24.24798310281628,0.5237567921479543,5.045393943786621
85,0.14983770067244767,24.16211237218874,0.5246147000127368,5.103833436965942
86,0.1505878945076838,24.005107983466946,0.5149087293280495,5.115671634674072
87,0.15816980712674558,24.017909425549863,0.5239692529042562,5.118319511413574
88,0.15643364023044706,23.792390150914578,0.516752807630433,5.146934747695923
89,0.15024705227650703,24.053760392338578,0.5201437191830741,5.078749895095825
90,0.15908332856930793,24.025096913546776,0.5172716975212097,5.208239316940308
91,0.15222855739668012,23.993887086410957,0.5210378368695577,5.148037672042847
92,0.15322319592814893,24.07875164341479,0.5228566146559186,5.070884943008423
93,0.1466569610517472,23.73632247261641,0.5203956349028481,5.165716648101807
94,0.15725366797111928,24.120094595405448,0.5190335710843405,5.089770078659058
95,0.14433857939764858,23.949536706171042,0.5206340882513258,5.078064441680908
96,0.14967220373265444,24.25419610499362,0.5218729608588748,5.075427293777466
97,0.1579145330954343,23.948311796708364,0.5182168765200509,5.041259765625
98,0.1600107530206442,24.303530166294156,0.5270164211591085,5.1384851932525635
99,0.15958028473332525,23.807455956813488,0.5145785742335849,5.069048881530762
