Epoch,Loss,PSNR,SSIM,Time (s)
0,1.2610159835815429,15.00039933605124,0.2846295295490159,7.877525091171265
1,0.7558807504475117,17.26478570069168,0.3070438239309523,5.1742939949035645
2,0.6061476615071296,17.395338428380224,0.28093537936608,5.090726375579834
3,0.6035636540353299,18.183793725911624,0.2955304558078448,5.068753957748413
4,0.5922427823394537,18.110245113546608,0.27731769366396797,5.041180849075317
5,0.5886152880936861,18.96559393880827,0.3022116741372479,5.052411079406738
6,0.5849372365102172,18.269139026803735,0.2958372078008122,5.078899383544922
7,0.5907128170132637,18.511882402038704,0.3023344903356499,5.066440105438232
8,0.5628278665989638,18.632937992961622,0.2901917989883158,5.069943904876709
9,0.5574469981342554,19.02319815579274,0.3005678339136971,5.064589977264404
10,0.6000745257586241,18.996748306835553,0.2956354009608428,5.051578998565674
11,0.5635071956366301,18.90998563587909,0.2965281998945607,5.031872510910034
12,0.5755010420456529,18.956657029495652,0.3185945244299041,5.0884504318237305
13,0.5390284605771303,18.982663809751855,0.292904819879267,5.062631130218506
14,0.5463705897331238,19.05817689591246,0.29588082805275917,5.00982928276062
15,0.5617753933221101,18.584834590648263,0.28545117957724464,5.072471380233765
16,0.5485051401257515,18.298020285590134,0.2839842749138673,5.146270513534546
17,0.5555519194379449,18.717840330780795,0.28689224107397926,5.1371283531188965
18,0.5219110371544957,18.515996703907938,0.28545504725641674,5.084674119949341
19,0.5429877519384027,18.71273201399671,0.28923683737715083,5.0462493896484375
20,0.5249818496257067,18.512067600022913,0.29062042550908196,5.07616400718689
21,0.5449898031279444,18.60152499066033,0.28584957578115994,5.064563035964966
22,0.5256528264060617,18.221450547248253,0.2921804156568315,5.087198734283447
23,0.5585921448245644,18.951834183915672,0.2917911257180903,5.17979097366333
24,0.5615853869356215,18.912495762817173,0.2909710456927617,5.129180192947388
25,0.5427494631558657,18.680776263760706,0.28857433257831466,5.195664644241333
26,0.5076206930205226,18.394213130532833,0.2758348170253966,5.1359703540802
27,0.5620098200179636,19.27739426820945,0.3033643642233478,5.127282381057739
28,0.5323024159371853,18.467316803250895,0.2816128556927045,5.128554821014404
29,0.5216317947655916,18.403977506342436,0.2780002069969972,5.1342267990112305
30,0.5249810177236796,18.283261042760365,0.2812555837962363,5.036303758621216
31,0.5240907164365053,18.357672941183143,0.2786738967729939,5.020259380340576
32,0.5248762125447393,18.70644926011064,0.28702400459183586,5.086132526397705
33,0.5212628202959895,19.034864371158775,0.2950100749731064,5.112794399261475
34,0.5256612805947661,18.502568162188307,0.28521061233348316,5.1075968742370605
35,0.5012388103380799,18.10238974976935,0.27967897637022865,5.029372453689575
36,0.5182298176512122,18.752329075293826,0.28504528229435283,5.032800197601318
37,0.5113859735354781,18.615060084833253,0.2803046463264359,5.067716836929321
38,0.5098431096374989,18.750861502567574,0.2869575011233489,5.051412582397461
39,0.5176734386086463,18.67217317220093,0.28346068205104935,5.095004320144653
40,0.5355307521000504,18.784770447091933,0.28769945684406495,5.034277677536011
41,0.5127696755975485,18.656491604744545,0.28437410212225384,5.0404112339019775
42,0.5158837069012224,18.570725952530317,0.2842312451038096,5.074971914291382
43,0.5349731097221374,18.61883204287047,0.2829738325542874,5.037383317947388
44,0.5107467988878489,18.320256678531912,0.2733834112683932,5.137477159500122
45,0.5086249033808709,18.623792692944036,0.28316301479935646,5.064576864242554
46,0.5129986384510994,18.492574905424647,0.2789437559743722,5.029950857162476
47,0.5281145004481077,18.563510452143188,0.27751662996080184,5.059133768081665
48,0.5134332792796195,18.769165433023694,0.2844574161701732,5.21798300743103
49,0.5092275622040033,18.380290551971278,0.27530764664212865,5.122758865356445
50,0.49567771660164,18.40707173693949,0.27724534935421413,5.068531036376953
51,0.5223976704068481,18.67294759681095,0.2828916874196794,5.139309883117676
52,0.5405912545695901,18.814213658074323,0.2902875128719542,5.019167184829712
53,0.5174894214943051,18.66552641796697,0.28313297654191655,5.140758752822876
54,0.49232553588226435,18.567836852329723,0.2811547695762581,5.08638596534729
55,0.5279586751181632,18.49150378070898,0.27725524165564114,5.04185152053833
56,0.5284630232080817,18.538551905527967,0.2790341455903318,5.080156326293945
57,0.5030352029539644,18.48899848023666,0.2781496085226536,5.1391518115997314
58,0.5195513800382614,18.43817843255873,0.27629053965210915,5.0654120445251465
59,0.5259731822758913,18.551515202740656,0.2793306414451864,5.040337085723877
60,0.5385867991000414,18.571685318998878,0.28046777554684216,5.076464653015137
61,0.5268387519046664,18.324666756998106,0.2726653247243828,5.180480003356934
62,0.5123212950751186,18.451090845939344,0.27644196566608215,5.024621486663818
63,0.5387714923769236,18.873209625375548,0.2891213330957625,5.035454034805298
64,0.5242380709834397,18.609440760727768,0.2832042881184154,5.2664573192596436
65,0.522990161307156,19.012984854515953,0.29278475749823785,5.126797914505005
66,0.5525541818663477,18.680520262481473,0.28421852613488835,5.069547653198242
67,0.5304230742603541,18.56770452756444,0.2796789730588595,5.114393472671509
68,0.49760675382614133,18.36545545589496,0.2780664198928409,5.030623197555542
69,0.5274605141840876,18.80956968881017,0.2877924285001225,5.016454219818115
70,0.518284579001367,18.755637338041353,0.28628094991048175,5.026950836181641
71,0.542749351799488,18.59105901709016,0.28301819703645176,5.034397125244141
72,0.5144355501756072,18.696481966508482,0.2848232260180844,5.029528379440308
73,0.5058734719008208,18.516555886201353,0.2789928341905276,5.032141447067261
74,0.5129976966679096,18.591537318548927,0.2823207527399063,5.0799241065979
75,0.510967710968107,18.57244063555534,0.28126618762811023,5.113553762435913
76,0.5325676418952644,18.649078615577714,0.2831866807407803,5.022709369659424
77,0.5155851224660873,18.757136379814128,0.2896815617051389,5.039273023605347
78,0.537318621493876,18.816893604426436,0.28716759342286324,5.031953573226929
79,0.5129835282154381,18.797441928207395,0.2886251128382153,5.0504961013793945
80,0.5133657317981124,18.846118590458307,0.28966056348548996,5.078323125839233
81,0.4864844600968063,18.471618366694113,0.28044753190543914,5.131768226623535
82,0.5184559965096414,18.79577359693296,0.2887202687561512,5.077608108520508
83,0.5080993202403188,18.66911322204966,0.28350844358404476,5.025771379470825
84,0.5233126648887992,18.62769491403852,0.2842603102326393,5.029142141342163
85,0.5092804593294858,18.619805799326315,0.2858736535741223,5.028951644897461
86,0.5017500467449426,18.487154964812266,0.27993927854630685,5.046307325363159
87,0.5083362810835242,18.722229627003536,0.2864268124103546,5.014536619186401
88,0.5218182726874947,18.71915939780191,0.28480181843042374,5.038413763046265
89,0.5171574919074774,18.815012475345288,0.28844083804223275,5.041565656661987
90,0.5284795212820173,18.60031826044228,0.286712637792031,5.083189010620117
91,0.5186274779997766,18.35149851598751,0.2808968818022145,5.048387289047241
92,0.4928383558914065,18.323430051128852,0.2763776137597031,5.159898281097412
93,0.5027282591015101,18.787090919399915,0.29258613247010445,5.123524904251099
94,0.5333188929855823,18.400455634239574,0.27568746565116775,5.170063257217407
95,0.5020131102837622,18.557413175546632,0.2803342313402229,5.07940149307251
96,0.5072076769135893,18.389889516315023,0.2819313986433877,5.147528648376465
97,0.5122382644601167,18.570324168699134,0.28139089834358955,5.1124536991119385
98,0.5257894720360636,18.59973757147606,0.28102560796671444,5.096930980682373
99,0.5268065415397286,18.804410681713243,0.2869373663432068,5.099386930465698
