Epoch,Loss,PSNR,SSIM,Time(s)
31,0.5444690308347344,18.598383380567693,0.29509594953722423,4.84
32,0.5270238550528884,19.086228238934794,0.2960871226257748,4.67
33,0.5315918108224869,18.01316547916063,0.26942697581317687,4.64
34,0.5215762107670308,19.008145601329428,0.29054822855525547,4.71
35,0.5358137320652604,18.81694628299438,0.2851942347155677,4.76
36,0.5438976857885718,18.870258746148544,0.29378754355841213,4.7
37,0.4870985813289881,18.332271576607187,0.267792998916573,4.62
38,0.5362217106558382,18.37755610100541,0.2738254765669505,4.64
39,0.5521061211451888,18.547515144067585,0.2833900770379437,5.1
40,0.5674553373232484,18.923071073953547,0.2909708693623543,4.95
41,0.5124379906635731,18.8900600203538,0.2861042275196976,4.73
42,0.5391123822852969,18.3924759077296,0.2751413761741585,4.81
43,0.5174577893391251,18.49936692165136,0.2807069818178813,4.63
44,0.5272397917769849,19.007628975315928,0.2913968074652884,4.67
45,0.5358277540840208,18.47929940348033,0.2830601909922229,4.78
46,0.528985258217901,18.388027772899274,0.2801346538795365,4.43
47,0.5025941645689309,18.355873394188162,0.2776925154030323,4.77
48,0.49346775238215923,18.829345880359554,0.28523268716202843,5.03
49,0.4991084441617131,18.985626821774215,0.2894862699839804,4.47
50,0.5238317484855652,18.705697439697268,0.28156333416700363,4.77
51,0.50485207946226,18.228630026272427,0.27404438704252243,4.77
52,0.5336259597614408,18.914517340611923,0.28738092217180466,4.84
53,0.5266820192039013,18.875281583735614,0.28605716344383025,4.55
54,0.5156462445370853,18.764013734225653,0.28701777218116653,4.88
55,0.5287180032059551,18.690916840238756,0.28149154285589856,4.84
56,0.5222527641691268,18.794952721155347,0.28879789883891743,5.02
57,0.5519206631928683,18.924419764843787,0.2924930461578899,4.98
58,0.5180818869844079,18.970266975114534,0.29078354727890754,4.83
59,0.5252149970419705,19.147034106157818,0.2966841359933217,4.8
60,0.5428277707695961,19.0283225833135,0.290110985438029,4.85
61,0.5097885005138815,18.669579693624687,0.2886744803852505,4.79
62,0.5163353786021471,18.442085248421712,0.28327953484323287,4.64
63,0.5311686385907233,18.855555351568015,0.2938255551788542,4.65
64,0.510484805546701,18.87373097302143,0.2867452994816833,4.66
65,0.5093417460769415,19.060485001586667,0.29099829494953156,5.09
66,0.4925623159334064,18.886193436643257,0.2876615929934714,5.2
67,0.542433692932129,18.968499579371873,0.29474206765492755,4.8
68,0.48763477539271116,18.98808127951782,0.2922745943069458,4.93
69,0.5369516818448902,19.104650955370932,0.29350842121574616,4.6
70,0.514777979247272,19.050479870452985,0.294969296703736,4.75
71,0.49324683465436103,18.973737250785778,0.28788555620445144,4.72
72,0.5074971094802022,18.977999498940445,0.29055113138424027,4.7
73,0.5315756194666028,18.945556834878097,0.28873688437872463,4.67
74,0.5109077988825739,18.78931599909821,0.2885833920703994,5.11
75,0.5455907923132182,18.725326626001262,0.2842716458770964,5.03
76,0.516042467277497,19.231489613125696,0.29626964156826335,4.86
77,0.5131317156143487,19.026336455295343,0.2909168456163671,4.78
78,0.5296473717465997,18.824283222461414,0.2888191089861923,4.72
79,0.5015560007914901,18.711939750204536,0.2807731789847215,4.76
80,0.5081478875651956,18.77763482738144,0.2838224603070153,4.43
81,0.5075981861501933,18.82850551051852,0.28332259837124085,4.71
82,0.5202906822413206,18.88413258935762,0.2861316092312336,4.84
83,0.5351568866483867,19.230302378958513,0.3000078457925055,5.12
84,0.5107753856256604,18.998577199393115,0.29346123420529896,4.73
85,0.551925679333508,19.282585484950783,0.29790664464235306,4.83
86,0.5338585880510509,19.3942241446621,0.3025790626804034,4.79
87,0.48726875900477173,19.067863068853338,0.29132989545663196,4.76
88,0.5218502196893096,19.216341503074563,0.29658503871825004,4.71
89,0.5348476857766509,19.161580327995768,0.29766591638326645,4.66
90,0.5287861549928784,19.372822480885517,0.2999926478498512,4.81
91,0.5079905009791255,18.793414877745718,0.2833082435859574,5.02
92,0.4760946596339345,18.655041032205002,0.2843716831670867,5.07
93,0.5347948967888951,19.125937653263364,0.29432808483640355,4.93
94,0.5213982772566378,19.19420940516105,0.29352034918136066,4.54
95,0.5350577651336789,19.285076340447027,0.2974775205883715,4.61
96,0.5221181691214443,19.131398035827953,0.2939504360159238,4.72
97,0.5266249149926007,18.917146232130662,0.2921659110320939,4.63
98,0.5135182711407542,19.022730616782084,0.2896440443065431,4.76
99,0.5055250483378768,19.073354734152772,0.29119080180923146,4.74
