Epoch,Loss,PSNR,SSIM,Time(s)
0,0.6312176862806081,10.154712461406591,0.1539436692578925,5.51
1,0.3045324339866638,11.90315305406986,0.235086093760199,4.83
2,0.2526933064684272,12.511626655332398,0.27849797242217594,4.96
3,0.23540107419341802,12.79958437942252,0.2714516822662618,5.12
4,0.23020104630291463,13.865396234490863,0.2909325630300575,4.83
5,0.22352625758945943,14.133718470838502,0.30944763993223506,4.97
6,0.2238771289139986,13.959635738358806,0.3070182469156053,4.78
7,0.21848950954526664,14.71417152814776,0.32112037680215305,4.73
8,0.20060982835665345,15.604100276055618,0.3558225292298529,4.41
9,0.2051188433431089,15.410323097238502,0.32852287631895805,4.86
10,0.20673853179812432,15.382106055110505,0.3310033554832141,4.96
11,0.19388637398183345,16.86835392531768,0.3574107322427962,5.13
12,0.18305067201703787,16.27633476438335,0.35250382870435715,4.74
13,0.17751096476241945,17.737611074622382,0.3670209091570642,4.84
14,0.18919880961999297,16.706255069222202,0.3503919492165248,4.83
15,0.17158335596695543,18.701314764839843,0.40075306180450654,4.62
16,0.1727948643732816,18.50789730387064,0.37990254826015896,4.74
17,0.1819758660439402,18.890964161502794,0.4059906568792131,4.83
18,0.1762849419079721,17.552400892294266,0.3789692893624306,4.85
19,0.16819017398357392,19.330965079491467,0.42819058729542625,5.03
20,0.16310562716796995,18.916025267958346,0.4145985750688447,5.12
21,0.16606542788632214,19.701682834709214,0.4440709625681241,4.81
22,0.16127989189699293,19.945357609276634,0.4457917387286822,4.71
23,0.16955568158999085,18.939184529799622,0.42208321806457305,4.73
24,0.1583998358976096,20.00662163531016,0.4258967505560981,4.7
25,0.17132939626462756,20.33032037345031,0.4446602455443806,4.83
26,0.16834210387058557,20.483530710238288,0.4602241681681739,41.0
27,0.16271082978881896,21.623509112903722,0.47363563544220394,4.88
28,0.16274892161414029,22.325216597507065,0.4754621419641707,4.46
29,0.17407361209765077,21.49872139724825,0.47834690494669807,5.11
30,0.16054021944478153,21.351666628671005,0.4645349250899421,43.76
31,0.16938165675476194,21.44106831702041,0.5015497671233283,4.71
32,0.15683524379134178,22.150665789414834,0.4762213851014773,4.47
33,0.16181157954223455,20.535107107666743,0.470596538649665,4.56
34,0.1602107093539089,22.523721845581722,0.48715677195125157,44.09
35,0.1666631471258588,22.705508273030205,0.47822461525599164,4.7
36,0.1706103320438415,22.79978064137948,0.4999455867542161,4.8
37,0.14818488245084882,22.606109144212493,0.47969691041443085,4.65
38,0.1580660264790058,22.223171838037235,0.4788423395819134,4.39
39,0.17248380728811025,22.927220037073415,0.502023722562525,4.52
40,0.171665141928941,23.12089171059249,0.5127147229181396,4.87
41,0.1569690298475325,23.21363872373042,0.49738644394609666,4.78
42,0.1606076467745006,23.157522349814865,0.502281528380182,4.7
43,0.15748552304692567,23.026641540211298,0.501788418326113,4.83
44,0.15792472302913665,23.14455805734806,0.5195515486929152,4.78
45,0.16626100084744394,23.01560126976513,0.5043741017580032,4.69
46,0.1600180178647861,21.8752031308366,0.50353232688374,4.78
47,0.15140384415350855,23.122665546798228,0.5002661653690867,4.72
48,0.1463696681279689,23.58933913431862,0.505123048192925,5.25
49,0.150320518001914,23.998534442228426,0.5206890321440167,4.92
50,0.15363746496103703,23.125113049576953,0.5050805310408274,4.97
51,0.14989259652793407,22.603264048043847,0.5067694518301222,4.83
52,0.15619532222673296,23.499147808111896,0.5200980603694916,4.89
53,0.15802749466151,23.534590412542602,0.5230650785896513,5.71
54,0.1541559013146907,23.298797562310156,0.5128369546598859,4.79
55,0.16147035903483628,23.278723028206027,0.511159833934572,4.93
56,0.15485802961606532,22.902007012641818,0.509471712840928,5.16
57,0.16519258381426336,23.625581299395943,0.5222766896088918,4.98
58,0.1535800016950816,23.776076536030992,0.518186448348893,4.8
59,0.1586554470323026,23.77835827273377,0.520907923579216,4.75
60,0.1603752144537866,23.800920933010232,0.5220785290002823,4.57
61,0.1514654600918293,23.264755845287617,0.5133318288458718,4.79
62,0.15293764351680875,23.30802480551184,0.5220929061373075,4.92
63,0.16197675751708449,23.320738881886243,0.5178704725371467,4.84
64,0.14984390463866293,23.769784568658185,0.516145376695527,5.04
65,0.1557389809768647,24.013317394588913,0.5252039962344699,5.0
66,0.14711517655476927,23.68123226017848,0.5271657804648081,4.78
67,0.16094939105212688,23.690201631994864,0.5271300756269031,4.73
68,0.14732335190288723,23.305499147826634,0.516380649473932,4.85
69,0.16160068434569985,23.95632057666397,0.5253772305117713,4.65
70,0.1577384811155498,23.97096347151805,0.5300878286361694,4.55
71,0.14567273403331638,23.594036034365008,0.5175939458939764,4.7
72,0.14982827380578964,23.765295760152327,0.5300227734777663,4.92
73,0.1520428857319057,23.94650717373497,0.5297530906067954,5.16
74,0.1492248450918123,23.711324789502797,0.5176445543766022,5.05
75,0.1633282075319439,23.156261549308663,0.5203034000264274,4.5
76,0.15371341698244215,23.344520512751544,0.5111482590436935,4.64
77,0.15375909904390572,23.625151443023235,0.5205856818291876,4.74
78,0.16111114502884447,23.361450227250792,0.5247845434480243,4.88
79,0.15021272654645146,23.821012737623224,0.5206399361292521,4.9
80,0.15508465227112175,23.59385170479501,0.5240176270405451,4.64
81,0.1522803784077987,23.522183053671128,0.5197288733389642,5.03
82,0.1568265308327973,23.91193238043237,0.5234112756119834,5.17
83,0.16174779478274287,23.81549074011702,0.5326659050252702,4.84
84,0.15529596650693567,23.81143226014187,0.5213230964210298,4.84
85,0.1642328389659524,24.015143804750497,0.5318099674251344,4.67
86,0.15363602051138878,24.023571710427003,0.5268507765399085,4.61
87,0.14527119675651193,23.77601040415855,0.512902970943186,4.83
88,0.15131629680655898,23.8253717453233,0.5196223904689153,4.6
89,0.15220282212086023,23.757470884566132,0.530072937409083,4.73
90,0.15853505980782212,24.316458082918217,0.539601797858874,4.96
91,0.14645703779999167,23.972830085626697,0.5227910412682427,5.12
92,0.13961614940129222,23.316051730594424,0.5222823007239236,4.71
93,0.16044666662625967,23.81893023740814,0.5310391833384832,4.86
94,0.15634552558884024,23.758544604807724,0.5281288507911894,5.01
